query,perplexity,prediction,model
"Worth the entertainment value of a rental, especially if you like action movies. This one features the usual car chases, fights with the great Van Damme kick style, shooting battles with the 40 shell load shotgun, and even terrorist style bombs. All of this is entertaining and competently handled but there is nothing that really blows you away if you've seen your share before.<br /><br />The plot is made interesting by the inclusion of a rabbit, which is clever but hardly profound. Many of the characters are heavily stereotyped -- the angry veterans, the terrified illegal aliens, the crooked cops, the indifferent feds, the bitchy tough lady station head, the crooked politician, the fat federale who looks like he was typecast as the Mexican in a Hollywood movie from the 1940s. All passably acted but again nothing special.<br /><br />I thought the main villains were pretty well done and fairly well acted. By the end of the movie you certainly knew who the good guys were and weren't. There was an emotional lift as the really bad ones got their just deserts. Very simplistic, but then you weren't expecting Hamlet, right? The only thing I found really annoying was the constant cuts to VDs daughter during the last fight scene.<br /><br />Not bad. Not good. Passable 4.",46.194296519587375,". a trouble value of the good car it if you're to movies,
 is is a classic action-ases, but, cops polices Gome,ers, and with with the bestmm,,, and a a attacks attacks.
 of these is done, funes done. it are a to makes makes you away. you are never the fair of.br />><br />The movie is pretty up by the fact of a few and a is aly not surprising. The of the characters are well implieded and the rabbit,, the young young immigrants, the young cops, the bad cops, the bady cops guys,ing, the bad cops, the bad guyated, is like a's borncast, a "", the movie movie, the 1950s, The ofable well, the, really.br /><br />The'm the movie character were the much done, the well done. The the end of the movie,'ll get what they main guys were and what't. The was a interesting climax to well bad bad guys were their revenge desserts and The few and but still again get't really anythinglet to the? The plot real that really interesting interesting was the fact use to theHS and's the first scene..br /><br />The to at The bad. Notable./",custom_90%
"its a totally average film with a few semi-alright action sequences that make the plot seem a little better and remind the viewer of the classic van dam films. parts of the plot don't make sense and seem to be added in to use up time. the end plot is that of a very basic type that doesn't leave the viewer guessing and any twists are obvious from the beginning. the end scene with the flask backs don't make sense as they are added in and seem to have little relevance to the history of van dam's character. not really worth watching again, bit disappointed in the end production, even though it is apparent it was shot on a low budget certain shots and sections in the film are of poor directed quality",59.844338312601046,", lot different,. a lot exceptions-interestingive- sequences. are you film feel more little more. more you viewer that the characters action Gome.
 of the film are't really sense, the to be just to order make as the. The story of is a of a group short story of is't really much viewer with what is time or just. the beginning. the ending of is the girl is up't make sense and they are just to later the to be been to to the story of the dam. story. the only a the.. but of. this ending.. but if it is a that is a in a very budget. scenes were the of the film were still a quality quality",custom_90%
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Former New Orleans homicide cop Jack Robideaux (Jean Claude Van Damme) is re-assigned to Columbus, a small but violent town in Mexico to help the police there with their efforts to stop a major heroin smuggling operation into their town. The culprits turn out to be ex-military, lead by former commander Benjamin Meyers (Stephen Lord, otherwise known as Jase from East Enders) who is using a special method he learned in Afghanistan to fight off his opponents. But Jack has a more personal reason for taking him down, that draws the two men into an explosive final showdown where only one will walk away alive.<br /><br />After Until Death, Van Damme appeared to be on a high, showing he could make the best straight to video films in the action market. While that was a far more drama oriented film, with The Shepherd he has returned to the high-kicking, no brainer action that first made him famous and has sadly produced his worst film since Derailed. It's nowhere near as bad as that film, but what I said still stands.<br /><br />A dull, predictable film, with very little in the way of any exciting action. What little there is mainly consists of some limp fight scenes, trying to look cool and trendy with some cheap slo-mo/sped up effects added to them that sadly instead make them look more desperate. Being a Mexican set film, director Isaac Florentine has tried to give the film a Robert Rodriguez/Desperado sort of feel, but this only adds to the desperation.<br /><br />VD gives a particularly uninspired performance and given he's never been a Robert De Niro sort of actor, that can't be good. As the villain, Lord shouldn't expect to leave the beeb anytime soon. He gets little dialogue at the beginning as he struggles to muster an American accent but gets mysteriously better towards the end. All the supporting cast are equally bland, and do nothing to raise the films spirits at all.<br /><br />This is one shepherd that's strayed right from the flock. *",50.248984485824224,"
ANK: 4*
, Live*, **** Saturday Night **** Saturday Night ***
 Night ***-->><br />
 NFL York Saints detective, Oersonau waswhoette R Damme) is charged-electedigned to the Police Ohio new town well city in the City be the city.. their investigation to stop the man drug epidemic operation. the city. Rob towns are out to be a-police and drug by a New of ""yers,Michael King), Jr known as "".y the End).). and is now his new weapon of learned from the to get back the enemies. The when is a plan sinister problem for his on on. as of him attention of together a intense plot showdown. they one of survive away with.br /><br />The a The Do a Dam's's in be a the mission note but off was handle a difference of- the game. the city.. He he may not bit cry impressive- film, it a Last's was a to the action schoolstakesicking action high-er, of he brought him a. he been faded a own film to Theanged. He's a near as bad as the of, but it's do about stands outbr /><br />Van few, low, that but a little action the way of action action action. The I action is is just of a very, scenes, and to get like and not, a of shotsasher-mo.saghetti action action. to make. are don of the look like like and The a film film piece, it Miguel Rodriguezntino's a to make the action a more Rodriguez feelJohnpicado feel of feel, but it is works to the tension ofbr /><br />The: a very badinspired ending, the the's not been a big Rodriguez Niro, of guy, it's't be good. The a film, he is't be much be the scene-, soon, He's a to and all end of well's to get the audience accent, it a introduced as the end. The in while characters is well bad and but the not to make the stakes'. all.br /><br />The is a of film is beenung from into the script of He",custom_90%
"First off let me say, If you haven't enjoyed a Van Damme movie since bloodsport, you probably will not like this movie. Most of these movies may not have the best plots or best actors but I enjoy these kinds of movies for what they are. This movie is much better than any of the movies the other action guys (Segal and Dolph) have thought about putting out the past few years. Van Damme is good in the movie, the movie is only worth watching to Van Damme fans. It is not as good as Wake of Death (which i highly recommend to anyone of likes Van Damme) or In hell but, in my opinion it's worth watching. It has the same type of feel to it as Nowhere to Run. Good fun stuff!",31.071977120076838,",,'s say that I you are't already the goodishingme movie yet the anducking, then're haven. enjoy this one. It of the scenes are be be been same plot, characters characters, they think them movies of movies because the they are. I movie is a more than the of the other I movie movies movies haveand., the' Lund have made about. together. last few years. The Dam is is a, its sense, but action is good about a if see Damme's.
 is a a good as the Up the,which is think recommend) anyone who you to Damme) but the the with it it the opinion, is better watching.
 is a best plot of plot and it as thehere Man Go but It action,.",custom_90%
"I had high hopes for this one until they changed the name to 'The Shepherd : Border Patrol, the lamest movie name ever, what was wrong with just 'The Shepherd'. This is a by the numbers action flick that tips its hat at many classic Van Damme films. There is a nice bit of action in a bar which reminded me of hard target and universal soldier but directed with no intensity or flair which is a shame. There is one great line about 'being p*ss drunk and carrying a rabbit' and some OK action scenes let down by the cheapness of it all. A lot of the times the dialogue doesn't match the characters mouth and the stunt men fall down dead a split second before even being shot. The end fight is one of the better Van Damme fights except the Director tries to go a bit too John Woo and fails also introducing flashbacks which no one really cares about just gets in the way of the action which is the whole point of a van Damme film.<br /><br />Not good, not bad, just average generic action.",65.15668261837907,". to hopes for the game. I got the name to ""The Black'. Theline'. and Borderest of ever ever made and a it with it thatThe Border'? I was the movie- way movie movie, is the hat to the of films Gome movies.
 are a lot little of humor in the fewber is me of the rock movies the love. it by a real. drama. is a shame. The is a scene scene in aThe aattedssed' having a gun' which it great action in which you by the fact shots of the.. The great of the action the action is't really the action and but the dialogueman are into and. few second later they getting able. The movie of scene a of the best ones Hels films films I for one is to make for little too far Woo style the.. the to are one wants wants about. because a the way of the action. is a main point of the movie.me movie.br />><br />The to. but good, not not. action.",custom_90%
"Isaac Florentine has made some of the best western Martial Arts action movies ever produced. In particular US Seals 2, Cold Harvest, Special Forces and Undisputed 2 are all action classics. You can tell Isaac has a real passion for the genre and his films are always eventful, creative and sharp affairs, with some of the best fight sequences an action fan could hope for. In particular he has found a muse with Scott Adkins, as talented an actor and action performer as you could hope for. This is borne out with Special Forces and Undisputed 2, but unfortunately The Shepherd just doesn't live up to their abilities.<br /><br />There is no doubt that JCVD looks better here fight-wise than he has done in years, especially in the fight he has (for pretty much no reason) in a prison cell, and in the final showdown with Scott, but look in his eyes. JCVD seems to be dead inside. There's nothing in his eyes at all. It's like he just doesn't care about anything throughout the whole film. And this is the leading man.<br /><br />There are other dodgy aspects to the film, script-wise and visually, but the main problem is that you are utterly unable to empathise with the hero of the film. A genuine shame as I know we all wanted this film to be as special as it genuinely could have been. There are some good bits, mostly the action scenes themselves. This film had a terrific director and action choreographer, and an awesome opponent for JCVD to face down. This could have been the one to bring the veteran action star back up to scratch in the balls-out action movie stakes.<br /><br />Sincerely a shame that this didn't happen.",34.095694104626496,".,ntino, been a interesting the most signings films Arts moves figures of made. He this,-pp,, which War, and Forces, Theefeatedputed are are all based movies.
 can find that Flore a lot passion for the genre and his work are well entertainingful. with and entertaining.. with a of the best action scenes ever action movie could ever for.
 fact, has a a way for a Pilgrimkins, who well as actor as a hero as he will imagine for.
 is a out by his 2 2 Coldefinedputed 2. which also the Last is doesn't have up to the hype.br />><br />
 are a doubt that Isaac is is to than than thanwise than in did in in the. but in the last scenes has doneand the much every reason) done the few cell. but that the fight fight with the Ad he it at the eyes and HeVD is to be a set, He is no to his mind that all. He's just he's doesn't know. the. the fight fight. He that is where only man ofbr /><br />The is some thingsgy characters to JC film, like andwise, cinem, but the most thing is that it can never unable to seeise with the characters. the film. He lot hero, he know that are know to to to be a good as it was is be been. The are a great moments in but in one sequences,, But is is a lot opening, a starographer, but it excellent cast. JCVD. fight.. But is have been a best to win back film of hero back to to the. a future.to fight of..br /><br />The the,.. the film't happen.",custom_90%
"It actually pains me to say it, but this movie was horrible on every level. The blame does not lie entirely with Van Damme as you can see he tried his best, but let's face it, he's almost fifty, how much more can you ask of him? I find it so hard to believe that the same people who put together Undisputed 2; arguably the best (western) martial arts movie in years, created this. Everything from the plot, to the dialog, to the editing, to the overall acting was just horribly put together and in many cases outright boring and nonsensical. Scott Adkins who's fight scenes seemed more like a demo reel, was also terribly underused and not even the main villain which is such a shame because 1) He is more than capable of playing that role and 2) The actual main villain was not only not intimidating at all but also quite annoying. Again, not blaming Van Damme. I will always be a fan, but avoid this one.",28.233691294092743," is is me to say this, but I is is a. so level. It first for not lie with on the Helsme. the can see in was to best to but it's not it, he was a always years and many more can you blame for a?
 mean it hard hard to believe that he movie people who made him thisineputed were were the the best movieand) movie arts movie ever recent, would a movie
 about the way to to the characters, to the characters, to the acting quality, so awful done together. poorly some ways, terrible. un. The'skins is is been chore are to like a chore for than and a a overutil and poorly very a best character was is a a shame. he) he's a of just of doing a role, 2) He only fight villain is a even a a but all, he not a. I, I a the Damme for
'm say be a fan of but I this movie.",custom_90%
"Technically I'am a Van Damme Fan, or I was. this movie is so bad that I hated myself for wasting those 90 minutes. Do not let the name Isaac Florentine (Undisputed II) fool you, I had big hopes for this one, depending on what I saw in (Undisputed II), man.. was I wrong ??! all action fans wanted a big comeback for the classic action hero, but i guess we wont be able to see that soon, as our hero keep coming with those (going -to-a-border - far-away-town-and -kill -the-bad-guys- than-comeback- home) movies I mean for God's sake, we are in 2008, and they insist on doing those disappointing movies on every level. Why ??!!! Do your self a favor, skip it.. seriously.",86.62160022955578,".,'mM not little Morrisonme,, but at'm a I is is a good, I'm it for it my hours minutes. I you watch this movie fool bentine fooltheisclosed)) fool you. I am a plans for this movie. and on how you was. theandisputed)) but. I it wrong.

 the scenes should to good action, this movie movie movie. but I was they'll see seeing to find it for. so the hero is getting back his bigun to_--the-d-to-away-from-of-to- kill-world-guyys-and-they--to- action.'ve, the's sake, let have going the. and we are on making the movies sequels, the single. I not??? not best a favor and and the, and,",custom_90%
"Honestly awful film, bad editing, awful lighting, dire dialog and scrappy screenplay.<br /><br />The lighting at is so bad there's moments you can't even see what's going on, I even tried to playing with the contrast and brightness so I could see something but that didn't help.<br /><br />They must have found the script in a bin, the character development is just as awful and while you hardly expect much from a Jean-Claude Van Damme film this one manages to hit an all time low. You can't even laugh at the cheesy'ness.<br /><br />The directing and editing are also terrible, the whole film follows an extremely tired routine and fails at every turn as it bumbles through the plot that is so weak it's just unreal.<br /><br />There's not a lot else to say other than it's really bad and nothing like Jean-Claude Van Damme's earlier work which you could enjoy.<br /><br />Avoid like the plaque, frankly words fail me in condemning this ""film"".",27.96670238963515,",.. but acting, and sound, andly, poorppy dialogue.br />><br />I film is the so bad that's no where can't even see it's going on. and mean saw to get around the lighting in the of it could see what that it was't work.br /><br />The're have been a right to a box and but script was was so so bad as the it can ever it from a film-Lucude Van Damme movie, is is to be the emotional time high.< can't help see at the poor dialoguen.br /><br />The cinem is cinem is so awful, the cinem film is a all boring and, the to every possible. the'sores around the same and is so bad and's almost a.br /><br />The's a much single of to say about than that's a bad and I else the-Claude Van Damme's work films. is can say.br /><br />Theing the plague and it. are to. this this filmbad""",custom_90%
"This flick is a waste of time.I expect from an action movie to have more than 2 explosions and some shooting.Van Damme's acting is awful. He never was much of an actor, but here it is worse.He was definitely better in his earlier movies. His screenplay part for the whole movie was probably not more than one page of stupid nonsense one liners.The whole dialog in the film is a disaster, same as the plot.The title ""The Shepherd"" makes no sense. Why didn't they just call it ""Border patrol""? The fighting scenes could have been better, but either they weren't able to afford it, or the fighting choreographer was suffering from lack of ideas.This is a cheap low type of action cinema.",40.38720404933813," is is a great of time. It'm this this author movie that be a than one hours. a of. Theillame is character is a. The's gets a of a actor, but he he is.. He's a a than the acting movies. He character is is the movie movie was a the as than a page long dialogue dialogue. coulders. He movie movie is the movie is really waste. and as in movie in The only ofThe Last"" is no sense. It would't he just say it ""Theland""? It title is are have been better. but they way didn't there to make to or or they dialogue scenesography was a from a of vision.The movie a movie and budget of action movie.",custom_90%
"Blind Date (Columbia Pictures, 1934), was a decent film, but I have a few issues with this film. First of all, I don't fault the actors in this film at all, but more or less, I have a problem with the script. Also, I understand that this film was made in the 1930's and people were looking to escape reality, but the script made Ann Sothern's character look weak. She kept going back and forth between suitors and I felt as though she should have stayed with Paul Kelly's character in the end. He truly did care about her and her family and would have done anything for her and he did by giving her up in the end to fickle Neil Hamilton who in my opinion was only out for a good time. Paul Kelly's character, although a workaholic was a man of integrity and truly loved Kitty (Ann Sothern) as opposed to Neil Hamilton, while he did like her a lot, I didn't see the depth of love that he had for her character. The production values were great, but the script could have used a little work.",25.00209087583273,".ler:UTCia University) 2008) p a film film, but it think to feeling complaints with it one. First, all, it think't think the director for this film for all. but I on less the they think to hard with the way. The, the have that the film is made in the earlys, that were not for make the. but I script was itabelangern's character look like and I was getting through to forth between being and, the think like if she was be been in the.. character. the first. I was was not about her, I character, she have loved anything to her. her would. his her a. the end. theester fate G. was turn opinion was a a to his few cause. I was was character was Ann he bit ofolic, a good, his and integrity cared his,who Sother),), and a to being Hamilton's was I was not her and lot. he think't like any point of his and he showed for Ann.. I second designer of also, but I story was have been a little more.",custom_90%
"I first watched this movie back in the mid/late 80's, when I was a kid. We couldn't even get all the way through it. The dialog, the acting, everything about it was just beyond lame.<br /><br />Here are a few examples... imagine these spoken real dramatically, way over-acted: ""Oreegon? You're going to Oreegon? Why would anyone want to go to Oreegon?""<br /><br />""Survivalists? Nobody ever told us about any survivalists!""<br /><br />This movie was SO bad, my sister and I rented it again for her 16th birthday party, just so our friends could sit around and laugh at how awful it was. I don't think we were able to finish it then either!",20.48451080107771,". met the movie in in the day-late ''s. and I was a kid. I were't get get a the movies to the. I movie was the dialogue, the was it was so so my.br><><br />I's some few of of< if two words- in and back thethe,<Ioh,, What're not to bereegon? You are you want to live to Oreegon? ""br /><br />IOiv of? You wants said you that them ofist.<br /><br />"" is is so good, I parents and I were a for. a birthdayth birthday.. and to we friends could see down and watch. it bad it was. I was't know I ever even to get it,,.",custom_90%
"I saw the Mogul Video VHS of this. That's another one of those old 1980s distributors whose catalog I wish I had!<br /><br />This movie was pretty poor. Though retitled ""Don't Look in the Attic,"" the main admonition that is repeated in this is ""Don't go to the villa."" Just getting on the grounds of the villa is a bad idea. A character doesn't go into the attic until an hour into the movie, and actually should have done it earlier because of what is learned there.<br /><br />The movie starts in Turin, Italy in the 1950s. Two men are fighting, and a woman is telling them the villa is making them do it. One man kills the other, then regrets it, and the woman pulls out the knife and stabs him with it. She flees the villa, and after she's left a chair moves by itself (what's the point of that?), but when in the garden a hand comes up through the ground and drags he into the earth.<br /><br />From there, it's the present day, thirty years later. There's a séance that appears suddenly and doesn't appear to have anything to do with the movie. The children of the woman from the prologue are inheriting the house. The main daughter is played by the same actress who played her mother. At least one of the two men from the prologue seems to reoccur as another character too. She's haunted by some warnings not to go to the villa, but they all do, since if they do not use it, they forfeit it. People die. A lawyer who has won all his cases tries to investigate a little. The ending is pretty poor. Why was the family cursed? An unfortunately boring movie.<br /><br />There's an amusing small-print disclaimer on the back of the video box that reads ""The scenes depicted on this packaging may be an artist's impression and may not necessarily represent actual scenes from the film."" In this case, the cover of the box is an illustration that does more or less accurately depict the aforementioned woman dragged underground scene, although there are two hands, and the woman is different. It's true, sometimes the cover art has nothing to do with the movie. I also recall seeing a reviewer who had a bad movie predictor scale, in which movies with illustrations on the cover instead of photos got at least one point for that.",28.99973011529373,". a sameul,,HS and the guy I's what one of those things-s movies that onlys've I could seen
3 />><br /> < is is a good quality I ititled ""The't Stop Back the Mirroric"", it movie characterishment was I given is the movie thatDon't look to the moviesa."" The go there the boat of the villa is a good idea. The good who't go to the vill, he hour or the movie. and then goes have gone so.. it the happened going in.br />><br />The movie is out thein, Italy, the earlys, The young are in over and one young is killed them that trutha is a them ill something. The of is the woman, and the it. and the other tells out a gun and stabs the in it. The thenes, scenea, and the a leaves done, man in to the towhich's the point of a?) and the she the next she man comes to to the window and stabags her away the garden.br /><br />The there, the's a same day. and years later. The are a manirenance, takes in in suddenly't end until be any to do with the movie. The movie are the vill who the villogue are initing the vill, The man character is a by a same actress who played the mother in The the the of the children children is the villogue is to be-ur in well character.. The's a by the strange about to go into the villa, and she're seem. and she they do, go the, they will their. The are, The man is is been a the cases is to get the case, The vill is a good, The is it vill not?< old named movie.br /><br />The's a interesting scene-town story on the DVD of the DVD that that says ""This movie in in the DVD are not considered example's impression, may not be reflect the scenes of the movie.""< the case, the movie is the box says a image of says not than less the depict the movie scenes from into.. but the's some other on and the hand is wearing from The's not that the the hand is is a to do with the movie, But'm found that a picture who said a copy experience,,, and which the with a that the cover were of actual of higher least a score. the.",custom_90%
"A group of heirs to a mysterious old mansion find out that they have to live in it as part of a clause in the will or be disinherited, but they soon find out of its history of everybody whom had lived there before them having either died in weird accidents or having had killed each other.<br /><br />You've seen it all before, and this one is too low-budget and slow paced to be scary, and doesn't have any real surprises in the climax. No special effects or gore to speak of, in fact the only really amusing thing about the whole film is the quality of the English dubbing, which at times is as bad as a cheap martial arts movie.<br /><br />3 out of 10, pretty low in the pecking order of 80's haunted house movies.",31.688537662002805,". of researchers to the family family man in themselves that the are been find in a for long of a plan in their estate. they forcedownedherited. and they are find out that the existence that being who they been there... been died or the ways or been been their themselves other.br><><br />The can been the all before, but you is is the good totech to too to to be worth. but it't really the real appeal. it way. It, effects, special, be of, just fact, only thing interesting part about this movie thing is that fact of the music subtitles.. which is times is a if as it lot English arts movie.br /><br />The. of 5.000 good quality quality endcking order. the% movies houses movies.",custom_90%
"Now, I LOVE Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with rotting meatballs. It is amateur hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which actually helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it one star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!",36.6316307124302,", I'm the food films. I firstecake the are, the more they I, I is not a. horror It is Italian afterlong Italian.. a tomatoes and.
's aish. the level.
 is no way, no suspense, no no a little minutes of sauce. on the make you that you are not the in a movie movie.
 onlyreal"""" are of a actors,, a, the camera ofor the) is) to be) appears seen. and the ghost of thesheets to to down to Theoh, that you believe the bloodills? The sound is is excellent of a horrorHS tape.which is is with movie get than it it). The sound is is a average the best qualitystandard"""""" of. is can it a star. because it dub is so good. The the a you have about we is gets get like the mirror?or the way that is actually, of and nighttime the next)?
, she don't spoil it. you. doesn wants to see it but I's just say it it is't a goodgoodir""",custom_90%
"This cheap, grainy-filmed Italian flick is about a couple of inheritors of a manor in the Italian countryside who head up to the house to stay, and then find themselves getting killed off by ghosts of people killed in that house.<br /><br />I wasn't impressed by this. It wasn't really that scary, mostly just the way a cheap Italian film should be. A girl, her two cousins, and one cousin's girlfriend, head to this huge house for some reason (I couldn't figure out why) and are staying there, cleaning up and checking out the place. Characters come in and out of the film, and it's quite boring at points, and the majority of deaths are quite rushed. The girlfriend is hit by a car when fleeing the house after having a dream of her death, and the scene is quite good, but then things get slow again, until a confusing end, when the male cousins are killed together in some weird way, and this weirdo guy (I couldn't figure out who he was during the movie, or maybe I just don't remember) goes after this one girl, attacking her, until finally this other girl kills him off. Hate to give away the ending, but oh well. The female cousin decides to stay at the house and watch over it, and they show scenes of her living there years later. The end. You really aren't missing anything, and anyway, you probably won't find this anywhere, so lucky you.",29.912597176695513," is, easyy,lookingtered version food is a a man of peopleitors who a family who house the Italian countryside who are to a a hills of buy with and then, out in caught by by a. their who by the house.br /><br />The'm't sure by the film It's't a a bad, but because that fact the lot, flick is be. It lot is who family children, and a of's daughter are who to the house house and a fun,they'm't find out why they and find forced there for but up the cleaning on the house. The are and and out of the house, and the's pretty a. times. but it only of the are pretty predictable and The only is a by a car, she, house, a been bad about being own, and the two is pretty boring, but it the get really and. and the ghost scene. when the girl protagonist head attacked by, the sort way. and the is scene is iswho don't tell out who he was, the scene) but what he was didn't know him is to her guy,, and her and and she she guy guy ( him,, The it say a too plot, but it well. The movie cousin is to go, the house, watch the the, and the're up of the and there, later, The main of I can can't going out here and I, the're won't be out movie else but I you.",custom_90%
"I just finished watching this movie and am disappointed to say that I didn't enjoy it a bit. It is so slow Slow and uninteresting. This kid from Harry Potter plays a shy teenager with an rude mother, and then one day the rude mother tells the kid to find a job so that they could accommodate an old guy apparently having no place to live has started to live with his family and therefore the kid goes to work for a old lady. And this old lady who is living all alone teaches him about girls, driving car and life! I couldn't get how an 18 year old guy enjoy spending time with an awful lady in her 80s. Sorry if my comments on this movie has bothered people who might have enjoyed it, I could be wrong as I am not British and may not understand the social and their family structure and way of life. Mostly the movie is made for the British audience.",43.12430557563517,". want a the movie and I so in see that I am't get it. lot. I's a much and and Iinteresting. I movie is the Potter is a very, who a awkward,. who she he day she mother mother gets him boy that go a way. he she can get her older man who. a idea to live. a to get up him parents. he he family is to the for the company man who The then is lady is is a with over in the how the and and her, other. I was't believe over this adult year old could could this his with his 18 mother. a 20's. I, I review were this movie are offended you. are be been it. but just have wrong. I am a a. I not have the language and cultural attitudes dynamics. how of life. I I movie is about in the young audience,",custom_90%
"Ben, (Rupert Grint), is a deeply unhappy adolescent, the son of his unhappily married parents. His father, (Nicholas Farrell), is a vicar and his mother, (Laura Linney), is ... well, let's just say she's a somewhat hypocritical soldier in Jesus' army. It's only when he takes a summer job as an assistant to a foul-mouthed, eccentric, once-famous and now-forgotten actress Evie Walton, (Julie Walters), that he finally finds himself in true 'Harold and Maude' fashion. Of course, Evie is deeply unhappy herself and it's only when these two sad sacks find each other that they can put their mutual misery aside and hit the road to happiness.<br /><br />Of course it's corny and sentimental and very predictable but it has a hard side to it, too and Walters, who could sleep-walk her way through this sort of thing if she wanted, is excellent. It's when she puts the craziness to one side and finds the pathos in the character, (like hitting the bottle and throwing up in the sink), that she's at her best. The problem is she's the only interesting character in the film (and it's not because of the script which doesn't do anybody any favours). Grint, on the other hand, isn't just unhappy; he's a bit of a bore as well while Linney's starched bitch is completely one-dimensional. (Still, she's got the English accent off pat). The best that can be said for it is that it's mildly enjoyable - with the emphasis on the mildly.",28.391640938453484,", whoRpert)illo) ( a young flawed man who who only of a fatherolyily married father. He father, aRobertolas),), is a wealthyar of his mother, (N Dney), is a Written, she's just say she's a pretty... person. the Christ army. But's a when he's the job job at a assistant to a local-mouthed, alcoholic, and-f man now-defgotten man thatang ( that thatLia Bowen), that he realizes realizes his in a love90lem and Kumarude' fashion. ( course, theie is a unhappy with, has's up when she two areistic of themselves other that they realize finally their heads love to and start it road together find.br /><br />The course,'s notny to it to it much, it's a lot time. it. and. it is ( is be betterwalk with way through it, of thing, she wanted to is a at She's a she's her twoed of the side that the herself other to to the other of (Jul the the road with getting it) the air), that it finds able her best. It film is that's not one one character in the whole,and she's not because she her fact, is't have a any favours) Theint is who the other hand, is't a a, he's also very of a jerk. well. tryingney is character is and is a un-sided. TheAnd, it's a a best accent and the.) The film part can be said about the is that it's a funny and and a occasional on the characters amusing",custom_90%
"Every movie I have PPV'd because Leonard Maltin praised it to the skies has blown chunks! Every single one! When will I ever learn?<br /><br />Evie is a raving Old Bag who thinks nothing of saying she's dying of breast cancer to get her way! Laura is an insufferable Medusa filled with The Holy Spirit (and her hubby's protégé)! Caught between these harpies is Medusa's dumb-as-a-rock boy who has been pressed into weed-pulling servitude by The Old Bag!<br /><br />As I said, when will I ever learn?<br /><br />I was temporarily lifted out of my malaise when The Old Bag stuck her head in a sink, but, unfortunately, she did not die. I was temporarily lifted out of my malaise again when Medusa got mowed down, but, unfortunately, she did not die. It should be a capital offense to torture audiences like this!<br /><br />Without Harry Potter to kick him around, Rupert Grint is just a pair of big blue eyes that practically bulge out of its sockets. Julie Walters's scenery-chewing (especially the scene when she ""plays"" God) is even more shameless than her character.<br /><br />At least this Harold bangs some bimbo instead of Maude. For that, I am truly grateful. And if you're reading this Mr. Maltin, you owe me $3.99!",39.14491767076468,", I've everV's is I wasinin it, me world, been up of
 movie one of
 I I get see to
br />><br />
olution: a greataunch, Schoolel loves he of the ""'s a. cancer cancer. be her own. She is a oldufferable,usa who with rage Joker Grail whoand a ownby) wifeégé) Sheute up the tworiedies, ausa, loveestass-fuck-p-, is no a into a byinfing byitude by the Holy Bag.<br />><br />< a said, I will I ever learn?<br />><br />Ev'm just banned from of the comaawise by I Holy Bag was a in in my bucket and and I as, I's not die. I was able lifted out of my malaise when when Theusa's heraul down by but, unfortunately, she was not die. I was be noted good A to say a with that.<br /><br />I a Potter, help ass in, I willint would a a regular of w, eyes. can makege out of their sockets. He is is character isshwing,and when one where she'sw"" afather is just more of than the character'sbr /><br />I least she time Lloyds his sortumsbo. of aude.< those matter I'm grateful sorry.< I you're wondering this,. Potterin, you're it a10.50.",custom_90%
"Low budget horror movie. If you don't raise your expectations too high, you'll probably enjoy this little flick. Beginning and end are pretty good, middle drags at times and seems to go nowhere for long periods as we watch the goings on of the insane that add atmosphere but do not advance the plot. Quite a bit of gore. I enjoyed Bill McGhee's performance which he made quite believable for such a low budget picture, he managed to carry the movie at times when nothing much seemed to be happening. Nurse Charlotte Beale, played by Jesse Lee, played her character well so be prepared to want to slap her toward the end! She makes some really stupid mistakes but then, that's what makes these low budget movies so good! I would have been out of that place and five states away long before she even considered that it might be a good idea to leave! If you enjoy this movie, try Committed from 1988 which is basically a rip off of this movie.",46.590669769883945,",, movie,
 you're't like your hand, high, you'll be end it movie gem.
 with ending with very much, but andif are best, a to be on. a. of the get it movieings on. the characters characters are up to don nothing detract the plot. The a few of the and The'm the Murrayraw's "" as is did a a. the a short budget movie. but was to make the story with a. it was was to happen happening. The Jackie isaum's who by a Eisen Miller is by best in and far sure for be to watch her in the end.
's a pretty good decisions and she she she's not makes her movies budget movies so good.
'm recommend liked very of the movie if would stars away if ago I got got it she was be a good idea to watch her
 you're low movie, you touter to the. is a a horror off of the movie.",custom_90%
